portfolio_id,return
PF00001001,0.026015818119049072
PF00001004,0.02598094940185547
PF00001009,0.02613082528114319
PF00001013,0.026766955852508545
PF00001014,0.026574790477752686
PF00001015,0.02678665518760681
PF00001017,0.027033060789108276
PF00001023,0.027829110622406006
PF00001024,0.026766955852508545
PF00001025,0.05154058337211609
PF00001028,0.027045100927352905
PF00001032,0.03073251247406006
PF00001036,0.02571842074394226
PF00001041,0.026528745889663696
PF00001045,0.0227506160736084
PF00001047,0.026356041431427002
PF00001049,0.025544017553329468
PF00001053,0.05196952819824219
PF00001060,0.025403469800949097
PF00001067,0.024881482124328613
PF00001068,0.02685868740081787
PF00001069,0.02613931894302368
PF00001077,0.02613973617553711
PF00001078,0.024994969367980957
PF00001085,0.022139161825180054
PF00001086,0.05154058337211609
PF00001087,0.024672508239746094
PF00001088,0.025144189596176147
PF00001092,0.029044240713119507
PF00001095,0.029841095209121704
PF00001099,0.025069862604141235
PF00001100,0.02762967348098755
PF00001104,0.02571842074394226
PF00001105,0.028269559144973755
PF00001107,0.02739804983139038
PF00001108,0.0524233877658844
PF00001112,0.02739804983139038
PF00001119,0.032606422901153564
PF00001123,0.025476157665252686
PF00001126,0.02848118543624878
PF00001132,0.027446210384368896
PF00001135,0.02877509593963623
PF00001145,0.03194648027420044
PF00001148,0.03007522225379944
PF00001153,0.025355517864227295
PF00001155,0.05475115776062012
PF00001161,0.031589657068252563
PF00001164,0.02479073405265808
PF00001165,0.025532245635986328
PF00001171,0.05802750587463379
PF00001178,0.02864137291908264
PF00001179,0.022573411464691162
PF00001180,0.057087093591690063
PF00001194,0.027925819158554077
PF00001199,0.029277175664901733
PF00001198,0.03776407241821289
PF00001203,0.027925819158554077
PF00001204,0.02858462929725647
PF00001209,0.057226985692977905
PF00001210,0.025355517864227295
PF00001218,0.027454137802124023
PF00001220,0.02911078929901123
PF00001223,0.029624372720718384
PF00001225,0.025679439306259155
PF00001227,0.02849063277244568
PF00001230,0.05512768030166626
PF00001233,0.027454137802124023
PF00001236,0.02784794569015503
