portfolio_id,return
PF00001001,0.02600151300430298
PF00001004,0.026419997215270996
PF00001009,0.027420610189437866
PF00001013,0.02685368061065674
PF00001014,0.02658867835998535
PF00001015,0.026713430881500244
PF00001017,0.026934653520584106
PF00001023,0.02827361226081848
PF00001024,0.026861101388931274
PF00001025,0.0514986515045166
PF00001028,0.026822954416275024
PF00001032,0.03187119960784912
PF00001036,0.02610453963279724
PF00001041,0.02670183777809143
PF00001045,0.027075976133346558
PF00001047,0.02681899070739746
PF00001049,0.025745421648025513
PF00001053,0.0514986515045166
PF00001060,0.025480955839157104
PF00001067,0.02507767081260681
PF00001068,0.025958657264709473
PF00001069,0.02483305335044861
PF00001077,0.027041196823120117
PF00001078,0.025012820959091187
PF00001085,0.022579729557037354
PF00001086,0.0514986515045166
PF00001087,0.02492031455039978
PF00001088,0.025310933589935303
PF00001092,0.02977737784385681
PF00001095,0.0305100679397583
PF00001099,0.025050580501556396
PF00001100,0.02679237723350525
PF00001104,0.02619263529777527
PF00001105,0.028382956981658936
PF00001107,0.027557849884033203
PF00001108,0.05193033814430237
PF00001112,0.027557849884033203
PF00001119,0.0330832302570343
PF00001123,0.026098966598510742
PF00001126,0.028661131858825684
PF00001132,0.027103304862976074
PF00001135,0.028947889804840088
PF00001145,0.03289031982421875
PF00001148,0.02965739369392395
PF00001153,0.025278747081756592
PF00001155,0.05420204997062683
PF00001161,0.03180819749832153
PF00001164,0.02483484148979187
PF00001165,0.025580763816833496
PF00001171,0.05926749110221863
PF00001178,0.02864810824394226
PF00001179,0.023035705089569092
PF00001180,0.05711159110069275
PF00001194,0.028043150901794434
PF00001199,0.029328137636184692
PF00001198,0.03841584920883179
PF00001203,0.028043150901794434
PF00001204,0.0286867618560791
PF00001209,0.05925890803337097
PF00001210,0.025718390941619873
PF00001218,0.02767312526702881
PF00001220,0.02922201156616211
PF00001223,0.02937769889831543
PF00001225,0.02616003155708313
PF00001227,0.02882373332977295
PF00001230,0.055199235677719116
PF00001233,0.02767312526702881
PF00001236,0.028260797262191772
PF00001238,0.029760390520095825
PF00001239,0.06056547164916992
PF00001241,0.05100923776626587
PF00001243,0.025278747081756592
PF00001244,0.03518921136856079
PF00001245,0.052203208208084106
PF00001253,0.029464155435562134
PF00001255,0.033335477113723755
PF00001258,0.035673707723617554
PF00001260,0.03373056650161743
PF00001262,0.027560681104660034
PF00001264,0.02875581383705139
PF00001265,0.031941354274749756
PF00001270,0.05420204997062683
PF00001274,0.028043150901794434
PF00001277,0.027809888124465942
PF00001282,0.02937030792236328
PF00001283,0.02980056405067444
PF00001285,0.02932828664779663
PF00001288,0.029159337282180786
PF00001290,0.025278747081756592
PF00001294,0.028947889804840088
PF00001296,0.0284099280834198
PF00001303,0.025004863739013672
PF00001305,0.027979612350463867
PF00001306,0.02762371301651001
PF00001309,0.03193807601928711
PF00001310,0.028978466987609863
PF00001312,0.027560681104660034
PF00001313,0.053778886795043945
PF00001316,0.02869117259979248
PF00001319,0.02897810935974121
PF00001324,0.03185760974884033
PF00001325,0.02925083041191101
PF00001331,0.03572311997413635
PF00001333,0.05193474888801575
PF00001334,0.02833878993988037
PF00001335,0.026180297136306763
PF00001340,0.029285401105880737
PF00001345,0.027414470911026
PF00001348,0.05380713939666748
PF00001352,0.027736514806747437
PF00001354,0.02959662675857544
PF00001355,0.04219570755958557
PF00001356,0.04466173052787781
PF00001368,0.029027879238128662
PF00001370,0.029740452766418457
PF00001372,0.027857482433319092
PF00001375,0.029444396495819092
PF00001382,0.025795847177505493
PF00001384,0.02770194411277771
PF00001388,0.029300600290298462
PF00001389,0.02882373332977295
PF00001391,0.027794450521469116
PF00001412,0.040573954582214355
PF00001419,0.05336502194404602
PF00001424,0.0309181809425354
PF00001427,0.03107386827468872
PF00001428,0.03531813621520996
PF00001430,0.029912203550338745
PF00001432,0.028923451900482178
PF00001433,0.0293692946434021
PF00001438,0.029759913682937622
PF00001440,0.04423403739929199
PF00001441,0.02962133288383484
PF00001446,0.030024617910385132
PF00001450,0.030736297369003296
PF00001453,0.040104448795318604
PF00001456,0.029435157775878906
PF00001458,0.031139731407165527
PF00001463,0.0517386794090271
PF00001464,0.03140908479690552
PF00001471,0.05000874400138855
PF00001473,0.03765374422073364
