portfolio_id,return
PF00001001,0.030455738306045532
PF00001004,0.027109384536743164
PF00001009,0.02543225884437561
PF00001013,0.027695029973983765
PF00001014,0.028965145349502563
PF00001015,0.02771294116973877
PF00001017,0.02908119559288025
PF00001023,0.029446333646774292
PF00001024,0.027695029973983765
PF00001025,0.05226728320121765
PF00001028,0.02752336859703064
PF00001032,0.02953493595123291
PF00001036,0.027075767517089844
PF00001041,0.028369754552841187
PF00001045,0.02386242151260376
PF00001047,0.024540185928344727
PF00001049,0.026535362005233765
PF00001053,0.05226728320121765
PF00001060,0.026717185974121094
PF00001067,0.02554929256439209
PF00001068,0.02735447883605957
PF00001069,0.027153491973876953
PF00001077,0.02791401743888855
PF00001078,0.02625325322151184
PF00001085,0.022414982318878174
PF00001086,0.052046775817871094
PF00001087,0.025357574224472046
PF00001088,0.025826334953308105
PF00001092,0.029197096824645996
PF00001095,0.02720317244529724
PF00001099,0.02644747495651245
PF00001100,0.029882848262786865
PF00001104,0.027075767517089844
PF00001105,0.027557700872421265
PF00001107,0.025489062070846558
PF00001108,0.052942752838134766
PF00001112,0.025716274976730347
PF00001119,0.029044687747955322
PF00001123,0.02390548586845398
PF00001126,0.027225881814956665
PF00001132,0.027529120445251465
PF00001135,0.027844756841659546
PF00001145,0.030516356229782104
PF00001148,0.029117673635482788
PF00001153,0.025168299674987793
PF00001155,0.05384466052055359
PF00001161,0.03475949168205261
PF00001164,0.02568352222442627
PF00001165,0.03143909573554993
PF00001171,0.05912104249000549
PF00001178,0.030273914337158203
PF00001179,0.019326239824295044
PF00001180,0.057459086179733276
PF00001194,0.02732357382774353
PF00001199,0.02818581461906433
PF00001198,0.03787645697593689
PF00001203,0.02732357382774353
PF00001204,0.029469728469848633
PF00001209,0.05425739288330078
PF00001210,0.025413721799850464
PF00001218,0.025736689567565918
PF00001220,0.02767157554626465
PF00001223,0.02790248394012451
PF00001225,0.02568352222442627
PF00001227,0.027837812900543213
PF00001230,0.055184006690979004
PF00001233,0.025736689567565918
PF00001236,0.02620723843574524
PF00001238,0.02757936716079712
PF00001239,0.05745097994804382
PF00001241,0.05033230781555176
PF00001243,0.025168299674987793
PF00001244,0.03817519545555115
PF00001245,0.05335429310798645
PF00001253,0.02790248394012451
PF00001255,0.03195461630821228
PF00001258,0.03502967953681946
PF00001260,0.03078266978263855
PF00001262,0.02611812949180603
PF00001264,0.032791703939437866
PF00001265,0.02732357382774353
PF00001270,0.054065167903900146
PF00001274,0.02732357382774353
PF00001277,0.02568298578262329
PF00001282,0.031215369701385498
PF00001283,0.037897855043411255
PF00001285,0.02828747034072876
PF00001288,0.027984648942947388
PF00001290,0.025413721799850464
PF00001294,0.027903735637664795
PF00001296,0.026930779218673706
PF00001303,0.02568352222442627
PF00001305,0.03014916181564331
PF00001306,0.025963902473449707
PF00001309,0.029785364866256714
PF00001310,0.027789205312728882
PF00001312,0.02611812949180603
PF00001313,0.05524119734764099
PF00001316,0.02768215537071228
PF00001319,0.02732357382774353
PF00001324,0.0348474383354187
PF00001325,0.02745106816291809
PF00001331,0.0348474383354187
PF00001333,0.051808446645736694
PF00001334,0.02607247233390808
PF00001335,0.025413721799850464
PF00001340,0.026416540145874023
PF00001345,0.0274488627910614
PF00001348,0.05393868684768677
PF00001352,0.025736689567565918
PF00001354,0.028416723012924194
PF00001355,0.04342108964920044
PF00001356,0.045523613691329956
PF00001368,0.02787715196609497
PF00001370,0.027901411056518555
PF00001372,0.02600550651550293
PF00001375,0.02971065044403076
PF00001382,0.023928403854370117
PF00001384,0.025963902473449707
PF00001388,0.028152942657470703
PF00001389,0.02800610661506653
PF00001391,0.02680066227912903
PF00001412,0.037716418504714966
PF00001419,0.055976688861846924
PF00001424,0.030457884073257446
PF00001427,0.031294286251068115
PF00001428,0.03388187289237976
PF00001430,0.029635965824127197
PF00001432,0.032222628593444824
PF00001433,0.028904438018798828
PF00001438,0.030109882354736328
PF00001440,0.04551556706428528
PF00001441,0.029130637645721436
PF00001446,0.030525803565979004
PF00001450,0.03082314133644104
PF00001453,0.03377717733383179
PF00001456,0.02893891930580139
PF00001458,0.03136754035949707
PF00001463,0.053366243839263916
PF00001464,0.03205803036689758
PF00001471,0.05184653401374817
PF00001473,0.038885802030563354
PF00001474,0.054012954235076904
PF00001480,0.028303444385528564
PF00001486,0.04527360200881958
PF00001493,0.05726739764213562
PF00001494,0.04191973805427551
PF00001497,0.031161457300186157
PF00001500,0.029130637645721436
PF00001503,0.05555987358093262
PF00001505,0.04452899098396301
PF00001508,0.041236549615859985
PF00001510,0.04347258806228638
PF00001511,0.032003939151763916
PF00001512,0.049900203943252563
PF00001515,0.031008422374725342
PF00001516,0.05466398596763611
PF00001519,0.0563926100730896
PF00001522,0.031161457300186157
PF00001529,0.03134816884994507
PF00001532,0.031104713678359985
PF00001535,0.04042237997055054
PF00001536,0.031104713678359985
PF00001537,0.03148970007896423
PF00001540,0.054431766271591187
PF00001541,0.030821174383163452
PF00001542,0.05514189600944519
PF00001547,0.03994089365005493
PF00001550,0.0563926100730896
PF00001553,0.03148970007896423
PF00001556,0.03272029757499695
PF00001561,0.05582302808761597
PF00001564,0.04830840229988098
PF00001565,0.029872089624404907
PF00001569,0.034171849489212036
PF00001572,0.05962225794792175
PF00001575,0.03430110216140747
PF00001578,0.03251674771308899
PF00001579,0.0575217604637146
PF00001583,0.03430110216140747
PF00001589,0.03670242428779602
PF00001590,0.05745583772659302
PF00001592,0.04462060332298279
PF00001593,0.05962225794792175
PF00001597,0.03421056270599365
PF00001599,0.03541457653045654
PF00001614,0.036081403493881226
PF00001618,0.03659564256668091
PF00001619,0.03557506203651428
PF00001629,0.03679776191711426
PF00001626,0.03659006953239441
PF00001628,0.03608635067939758
PF00001631,0.05927318334579468
PF00001632,0.03394955396652222
PF00001633,0.036816149950027466
PF00001635,0.03799450397491455
PF00001642,0.03515845537185669
PF00001648,0.04242962598800659
PF00001654,0.035410284996032715
PF00001655,0.03708219528198242
PF00001656,0.038366347551345825
PF00001660,0.0352652370929718
PF00001661,0.059724360704422
PF00001665,0.042623043060302734
PF00001667,0.059724360704422
PF00001677,0.05937996506690979
PF00001682,0.03455495834350586
PF00001690,0.0367530882358551
PF00001693,0.03491497039794922
PF00001711,0.04296743869781494
PF00001712,0.036532580852508545
PF00001713,0.03455495834350586
PF00001714,0.0361475944519043
PF00001719,0.03666183352470398
PF00001728,0.03704681992530823
PF00001729,0.04296743869781494
PF00001731,0.05762854218482971
PF00001732,0.0367530882358551
PF00001745,0.044793546199798584
PF00001749,0.04259541630744934
PF00001751,0.06123620271682739
PF00001754,0.04484057426452637
PF00001756,0.04322177171707153
PF00001765,0.04561734199523926
PF00001767,0.0432509183883667
PF00001768,0.06371775269508362
PF00001770,0.04987195134162903
PF00001772,0.04553094506263733
PF00001774,0.04486680030822754
PF00001776,0.045503199100494385
PF00001779,0.06298425793647766
PF00001786,0.061100155115127563
PF00001787,0.04500165581703186
PF00001789,0.045503199100494385
PF00001792,0.045020461082458496
PF00001793,0.06600752472877502
PF00001797,0.04316598176956177
PF00001801,0.0437549352645874
PF00001805,0.044710755348205566
PF00001807,0.06600752472877502
PF00001808,0.044710755348205566
PF00001809,0.042963892221450806
PF00001813,0.04497581720352173
PF00001819,0.044710755348205566
PF00001820,0.04497358202934265
PF00001824,0.04660734534263611
PF00001834,0.04654976725578308
PF00001837,0.0668644905090332
PF00001841,0.046059101819992065
PF00001842,0.04660734534263611
PF00001844,0.04734209179878235
PF00001846,0.045339494943618774
PF00001847,0.04639342427253723
PF00001848,0.04592573642730713
PF00001849,0.048706650733947754
PF00001854,0.0471632182598114
PF00001857,0.04952383041381836
PF00001863,0.04810816049575806
PF00001865,0.04684075713157654
PF00001867,0.047446250915527344
PF00001868,0.04835742712020874
PF00001869,0.047225743532180786
PF00001875,0.047225743532180786
PF00001878,0.06314024329185486
PF00001879,0.04684075713157654
PF00001880,0.047225743532180786
PF00001886,0.04701182246208191
PF00001887,0.04701182246208191
PF00001895,0.04644164443016052
PF00001900,0.04684075713157654
PF00001904,0.06586632132530212
PF00001907,0.0452481210231781
PF00001908,0.047960489988327026
PF00001912,0.04796820878982544
PF00001920,0.06418848037719727
PF00001921,0.06395438313484192
PF00001922,0.047960489988327026
PF00001923,0.049407780170440674
PF00001924,0.04701182246208191
PF00001925,0.05107599496841431
PF00001929,0.05056300759315491
PF00001935,0.0704246461391449
PF00001936,0.04927894473075867
PF00001937,0.049499452114105225
PF00001939,0.04935950040817261
PF00001951,0.05056300759315491
PF00001948,0.049671024084091187
PF00001952,0.06897386908531189
PF00001953,0.048730701208114624
PF00001960,0.051204293966293335
PF00001963,0.049832046031951904
PF00001966,0.06927356123924255
PF00001970,0.05125713348388672
PF00001975,0.050742894411087036
PF00001978,0.0501227080821991
PF00001985,0.06913286447525024
PF00001987,0.06897911429405212
PF00001988,0.05013740062713623
PF00001995,0.050636112689971924
PF00001996,0.050636112689971924
PF00001997,0.05082517862319946
PF00001999,0.06583109498023987
PF00002000,0.04916521906852722
PF00002001,0.06913286447525024
PF00002008,0.050636112689971924
PF00002010,0.06770223379135132
